Number,Frame #,isReplay,Camera Angle,Condensed Views,IsTrackView,isRace,,Connor,Eric,Brendon,JD,,,,,,,,
116300,frame_116300,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
116350,frame_116350,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
116400,frame_116400,FALSE,isHelicopterView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
116450,frame_116450,FALSE,isHelicopterView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
116500,frame_116500,FALSE,isHelicopterView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
116550,frame_116550,FALSE,isHelicopterView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
116600,frame_116600,FALSE,isHelicopterView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
116650,frame_116650,FALSE,isHelicopterView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
116700,frame_116700,FALSE,isHelicopterView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
116750,frame_116750,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
116800,frame_116800,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
116850,frame_116850,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
116900,frame_116900,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
116950,frame_116950,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
117000,frame_117000,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
117050,frame_117050,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
117100,frame_117100,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
117150,frame_117150,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
117200,frame_117200,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
117250,frame_117250,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
117300,frame_117300,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
117350,frame_117350,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
117400,frame_117400,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
117450,frame_117450,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
117500,frame_117500,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
117550,frame_117550,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
117600,frame_117600,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
117650,frame_117650,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
117700,frame_117700,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
117750,frame_117750,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
117800,frame_117800,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
117850,frame_117850,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
117900,frame_117900,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
117950,frame_117950,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
118000,frame_118000,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
118050,frame_118050,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
118100,frame_118100,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
118150,frame_118150,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
118200,frame_118200,FALSE,isHelicopterView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
118250,frame_118250,FALSE,isHelicopterView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
118300,frame_118300,FALSE,isHelicopterView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
118350,frame_118350,FALSE,isHelicopterView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
118400,frame_118400,FALSE,isHelicopterView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
118450,frame_118450,FALSE,isHelicopterView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
118500,frame_118500,FALSE,isHelicopterView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
118550,frame_118550,FALSE,isHelicopterView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
118600,frame_118600,FALSE,isHelicopterView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
118650,frame_118650,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
118700,frame_118700,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
118750,frame_118750,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
118800,frame_118800,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
118850,frame_118850,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
118900,frame_118900,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
118950,frame_118950,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
119000,frame_119000,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
119050,frame_119050,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
119100,frame_119100,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
119150,frame_119150,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
119200,frame_119200,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
119250,frame_119250,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
119300,frame_119300,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
119350,frame_119350,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
119400,frame_119400,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
119450,frame_119450,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
119500,frame_119500,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
119550,frame_119550,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
119600,frame_119600,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
119650,frame_119650,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
119700,frame_119700,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
119750,frame_119750,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
119800,frame_119800,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
119850,frame_119850,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
119900,frame_119900,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
119950,frame_119950,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
120000,frame_120000,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
120050,frame_120050,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
120100,frame_120100,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
120150,frame_120150,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
120200,frame_120200,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
120250,frame_120250,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
120300,frame_120300,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
120350,frame_120350,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
120400,frame_120400,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
120450,frame_120450,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
120500,frame_120500,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
120550,frame_120550,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
120600,frame_120600,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
120650,frame_120650,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
120700,frame_120700,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
120750,frame_120750,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
120800,frame_120800,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
120850,frame_120850,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
120900,frame_120900,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
120950,frame_120950,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
121000,frame_121000,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
121050,frame_121050,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
121100,frame_121100,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
121150,frame_121150,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
121200,frame_121200,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
121250,frame_121250,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
121300,frame_121300,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
121350,frame_121350,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
121400,frame_121400,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
121450,frame_121450,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
121500,frame_121500,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
121550,frame_121550,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
121600,frame_121600,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
121650,frame_121650,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
121700,frame_121700,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
121750,frame_121750,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
121800,frame_121800,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
121850,frame_121850,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
121900,frame_121900,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
121950,frame_121950,TRUE,isTrackSideView,isTrackView,TRUE,FALSE,,,,,,,,,,,,,
122000,frame_122000,TRUE,isTrackSideView,isTrackView,TRUE,FALSE,,,,,,,,,,,,,
122050,frame_122050,TRUE,isTrackSideView,isTrackView,TRUE,FALSE,,,,,,,,,,,,,
122100,frame_122100,TRUE,isTrackSideView,isTrackView,TRUE,FALSE,,,,,,,,,,,,,
122150,frame_122150,TRUE,isTrackSideView,isTrackView,TRUE,FALSE,,,,,,,,,,,,,
122200,frame_122200,TRUE,isTrackSideView,isTrackView,TRUE,FALSE,,,,,,,,,,,,,
122250,frame_122250,TRUE,isTrackSideView,isTrackView,TRUE,FALSE,,,,,,,,,,,,,
122300,frame_122300,TRUE,isTrackSideView,isTrackView,TRUE,FALSE,,,,,,,,,,,,,
122350,frame_122350,TRUE,isTrackSideView,isTrackView,TRUE,FALSE,,,,,,,,,,,,,
122400,frame_122400,TRUE,isTrackSideView,isTrackView,TRUE,FALSE,,,,,,,,,,,,,
122450,frame_122450,TRUE,isTrackSideView,isTrackView,TRUE,FALSE,,,,,,,,,,,,,
122500,frame_122500,TRUE,isTrackSideView,isTrackView,TRUE,FALSE,,,,,,,,,,,,,
122550,frame_122550,TRUE,isTrackSideView,isTrackView,TRUE,FALSE,,,,,,,,,,,,,
122600,frame_122600,TRUE,isTrackSideView,isTrackView,TRUE,FALSE,,,,,,,,,,,,,
122650,frame_122650,TRUE,isTrackSideView,isTrackView,TRUE,FALSE,,,,,,,,,,,,,
122700,frame_122700,TRUE,isTrackSideView,isTrackView,TRUE,FALSE,,,,,,,,,,,,,
122750,frame_122750,TRUE,isTrackSideView,isTrackView,TRUE,FALSE,,,,,,,,,,,,,
122800,frame_122800,TRUE,isTrackSideView,isTrackView,TRUE,FALSE,,,,,,,,,,,,,
122850,frame_122850,TRUE,isTrackSideView,isTrackView,TRUE,FALSE,,,,,,,,,,,,,
122900,frame_122900,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
122950,frame_122950,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
123000,frame_123000,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
123050,frame_123050,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
123100,frame_123100,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
123150,frame_123150,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
123200,frame_123200,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
123250,frame_123250,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
123300,frame_123300,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
123350,frame_123350,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
123400,frame_123400,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
123450,frame_123450,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
123500,frame_123500,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
123550,frame_123550,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
123600,frame_123600,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
123650,frame_123650,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
123700,frame_123700,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
123750,frame_123750,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
123800,frame_123800,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
123850,frame_123850,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
123900,frame_123900,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
123950,frame_123950,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
124000,frame_124000,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
124050,frame_124050,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
124100,frame_124100,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
124150,frame_124150,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
124200,frame_124200,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
124250,frame_124250,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
124300,frame_124300,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
124350,frame_124350,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
124400,frame_124400,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
124450,frame_124450,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
124500,frame_124500,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
124550,frame_124550,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
124600,frame_124600,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
124650,frame_124650,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
124700,frame_124700,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
124750,frame_124750,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
124800,frame_124800,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
124850,frame_124850,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
124900,frame_124900,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
124950,frame_124950,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
125000,frame_125000,FALSE,,,FALSE,TRUE,,,,,,,,,,,,,
125050,frame_125050,FALSE,,,FALSE,TRUE,,,,,,,,,,,,,
125100,frame_125100,FALSE,,,FALSE,TRUE,,,,,,,,,,,,,
125150,frame_125150,FALSE,,,FALSE,TRUE,,,,,,,,,,,,,
125200,frame_125200,FALSE,,,FALSE,TRUE,,,,,,,,,,,,,
125250,frame_125250,FALSE,,,FALSE,TRUE,,,,,,,,,,,,,
125300,frame_125300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
125350,frame_125350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
125400,frame_125400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
125450,frame_125450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
125500,frame_125500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
125550,frame_125550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
125600,frame_125600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
125650,frame_125650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
125700,frame_125700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
125750,frame_125750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
125800,frame_125800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
125850,frame_125850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
125900,frame_125900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
125950,frame_125950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
126000,frame_126000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
126050,frame_126050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
126100,frame_126100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
126150,frame_126150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
126200,frame_126200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
126250,frame_126250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
126300,frame_126300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
126350,frame_126350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
126400,frame_126400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
126450,frame_126450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
126500,frame_126500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
126550,frame_126550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
126600,frame_126600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
126650,frame_126650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
126700,frame_126700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
126750,frame_126750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
126800,frame_126800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
126850,frame_126850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
126900,frame_126900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
126950,frame_126950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
127000,frame_127000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
127050,frame_127050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
127100,frame_127100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
127150,frame_127150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
127200,frame_127200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
127250,frame_127250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
127300,frame_127300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
127350,frame_127350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
127400,frame_127400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
127450,frame_127450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
127500,frame_127500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
127550,frame_127550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
127600,frame_127600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
127650,frame_127650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
127700,frame_127700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
127750,frame_127750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
127800,frame_127800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
127850,frame_127850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
127900,frame_127900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
127950,frame_127950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
128000,frame_128000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
128050,frame_128050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
128100,frame_128100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
128150,frame_128150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
128200,frame_128200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
128250,frame_128250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
128300,frame_128300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
128350,frame_128350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
128400,frame_128400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
128450,frame_128450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
128500,frame_128500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
128550,frame_128550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
128600,frame_128600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
128650,frame_128650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
128700,frame_128700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
128750,frame_128750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
128800,frame_128800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
128850,frame_128850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
128900,frame_128900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
128950,frame_128950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
129000,frame_129000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
129050,frame_129050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
129100,frame_129100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
129150,frame_129150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
129200,frame_129200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
129250,frame_129250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
129300,frame_129300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
129350,frame_129350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
129400,frame_129400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
129450,frame_129450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
129500,frame_129500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
129550,frame_129550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
129600,frame_129600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
129650,frame_129650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
129700,frame_129700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
129750,frame_129750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
129800,frame_129800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
129850,frame_129850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
129900,frame_129900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
129950,frame_129950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
130000,frame_130000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
130050,frame_130050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
130100,frame_130100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
130150,frame_130150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
130200,frame_130200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
130250,frame_130250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
130300,frame_130300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
130350,frame_130350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
130400,frame_130400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
130450,frame_130450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
130500,frame_130500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
130550,frame_130550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
130600,frame_130600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
130650,frame_130650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
130700,frame_130700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
130750,frame_130750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
130800,frame_130800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
130850,frame_130850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
130900,frame_130900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
130950,frame_130950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
131000,frame_131000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
131050,frame_131050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
131100,frame_131100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
131150,frame_131150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
131200,frame_131200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
131250,frame_131250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
131300,frame_131300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
131350,frame_131350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
