Number,Frame #,isReplay,Camera Angle,Condensed Views,isRace,,Connor,Eric,Brendon,JD,,,,,,,,
0000002950,frame_2950,FALSE,,,FALSE,,,,,,,,,,,,,
0000003000,frame_3000,FALSE,,,FALSE,,,,,,,,,,,,,
0000003050,frame_3050,FALSE,,,FALSE,,,,,,,,,,,,,
0000003100,frame_3100,FALSE,,,FALSE,,,,,,,,,,,,,
0000003150,frame_3150,FALSE,,,FALSE,,,,,,,,,,,,,
0000003200,frame_3200,FALSE,,,FALSE,,,,,,,,,,,,,
0000003250,frame_3250,FALSE,,,FALSE,,,,,,,,,,,,,
0000003300,frame_3300,FALSE,,,FALSE,,,,,,,,,,,,,
0000003350,frame_3350,FALSE,,,FALSE,,,,,,,,,,,,,
0000003400,frame_3400,FALSE,,,FALSE,,,,,,,,,,,,,
0000003450,frame_3450,FALSE,,,FALSE,,,,,,,,,,,,,
0000003500,frame_3500,FALSE,,,FALSE,,,,,,,,,,,,,
0000003550,frame_3550,FALSE,,,FALSE,,,,,,,,,,,,,
0000003600,frame_3600,FALSE,,,FALSE,,,,,,,,,,,,,
0000003650,frame_3650,FALSE,,,FALSE,,,,,,,,,,,,,
0000003700,frame_3700,FALSE,,,FALSE,,,,,,,,,,,,,
0000003750,frame_3750,FALSE,,,FALSE,,,,,,,,,,,,,
0000003800,frame_3800,FALSE,,,FALSE,,,,,,,,,,,,,
0000003850,frame_3850,FALSE,,,FALSE,,,,,,,,,,,,,
0000003900,frame_3900,FALSE,,,FALSE,,,,,,,,,,,,,
0000003950,frame_3950,FALSE,,,FALSE,,,,,,,,,,,,,
0000004000,frame_4000,FALSE,,,FALSE,,,,,,,,,,,,,
0000004050,frame_4050,FALSE,,,FALSE,,,,,,,,,,,,,
0000004100,frame_4100,FALSE,,,FALSE,,,,,,,,,,,,,
0000004150,frame_4150,FALSE,,,FALSE,,,,,,,,,,,,,
0000004200,frame_4200,FALSE,,,FALSE,,,,,,,,,,,,,
0000004250,frame_4250,FALSE,,,FALSE,,,,,,,,,,,,,
0000004300,frame_4300,FALSE,,,FALSE,,,,,,,,,,,,,
0000004350,frame_4350,FALSE,,,FALSE,,,,,,,,,,,,,
0000004400,frame_4400,FALSE,,,FALSE,,,,,,,,,,,,,
0000004450,frame_4450,FALSE,,,FALSE,,,,,,,,,,,,,
0000004500,frame_4500,FALSE,,,FALSE,,,,,,,,,,,,,
0000004550,frame_4550,FALSE,,,FALSE,,,,,,,,,,,,,
0000004600,frame_4600,FALSE,,,FALSE,,,,,,,,,,,,,
0000004650,frame_4650,FALSE,,,FALSE,,,,,,,,,,,,,
0000004700,frame_4700,FALSE,,,FALSE,,,,,,,,,,,,,
0000004750,frame_4750,FALSE,,,FALSE,,,,,,,,,,,,,
0000004800,frame_4800,FALSE,,,FALSE,,,,,,,,,,,,,
0000004850,frame_4850,FALSE,,,FALSE,,,,,,,,,,,,,
0000004900,frame_4900,FALSE,,,FALSE,,,,,,,,,,,,,
0000004950,frame_4950,FALSE,,,FALSE,,,,,,,,,,,,,
0000005000,frame_5000,FALSE,,,FALSE,,,,,,,,,,,,,
0000005050,frame_5050,FALSE,,,FALSE,,,,,,,,,,,,,
0000005100,frame_5100,FALSE,,,FALSE,,,,,,,,,,,,,
0000005150,frame_5150,FALSE,,,FALSE,,,,,,,,,,,,,
0000005200,frame_5200,FALSE,,,FALSE,,,,,,,,,,,,,
0000005250,frame_5250,FALSE,,,FALSE,,,,,,,,,,,,,
0000005300,frame_5300,FALSE,,,FALSE,,,,,,,,,,,,,
0000005350,frame_5350,FALSE,,,FALSE,,,,,,,,,,,,,
0000005400,frame_5400,FALSE,,,FALSE,,,,,,,,,,,,,
0000005450,frame_5450,FALSE,,,FALSE,,,,,,,,,,,,,
0000005500,frame_5500,FALSE,,,FALSE,,,,,,,,,,,,,
0000005550,frame_5550,FALSE,,,FALSE,,,,,,,,,,,,,
0000005600,frame_5600,FALSE,,,FALSE,,,,,,,,,,,,,
0000005650,frame_5650,FALSE,,,FALSE,,,,,,,,,,,,,
0000005700,frame_5700,FALSE,,,FALSE,,,,,,,,,,,,,
0000005750,frame_5750,FALSE,,,FALSE,,,,,,,,,,,,,
0000005800,frame_5800,FALSE,,,FALSE,,,,,,,,,,,,,
0000005850,frame_5850,FALSE,,,FALSE,,,,,,,,,,,,,
0000005900,frame_5900,FALSE,,,FALSE,,,,,,,,,,,,,
0000005950,frame_5950,FALSE,,,FALSE,,,,,,,,,,,,,
0000006000,frame_6000,FALSE,,,FALSE,,,,,,,,,,,,,
0000006050,frame_6050,FALSE,,,FALSE,,,,,,,,,,,,,
0000006100,frame_6100,FALSE,,,FALSE,,,,,,,,,,,,,
0000006150,frame_6150,FALSE,,,FALSE,,,,,,,,,,,,,
0000006200,frame_6200,FALSE,,,FALSE,,,,,,,,,,,,,
0000006250,frame_6250,FALSE,,,FALSE,,,,,,,,,,,,,
0000006300,frame_6300,FALSE,,,FALSE,,,,,,,,,,,,,
0000006350,frame_6350,FALSE,,,FALSE,,,,,,,,,,,,,
0000006400,frame_6400,FALSE,,,FALSE,,,,,,,,,,,,,
0000006450,frame_6450,FALSE,,,FALSE,,,,,,,,,,,,,
0000006500,frame_6500,FALSE,,,FALSE,,,,,,,,,,,,,
0000006550,frame_6550,FALSE,,,FALSE,,,,,,,,,,,,,
0000006600,frame_6600,FALSE,,,FALSE,,,,,,,,,,,,,
0000006650,frame_6650,FALSE,,,FALSE,,,,,,,,,,,,,
0000006700,frame_6700,FALSE,,,FALSE,,,,,,,,,,,,,
0000006750,frame_6750,FALSE,,,FALSE,,,,,,,,,,,,,
0000006800,frame_6800,FALSE,,,FALSE,,,,,,,,,,,,,
0000006850,frame_6850,FALSE,,,FALSE,,,,,,,,,,,,,
0000006900,frame_6900,FALSE,,,FALSE,,,,,,,,,,,,,
0000006950,frame_6950,FALSE,,,FALSE,,,,,,,,,,,,,
0000007000,frame_7000,FALSE,,,FALSE,,,,,,,,,,,,,
0000007050,frame_7050,FALSE,,,FALSE,,,,,,,,,,,,,
0000007100,frame_7100,FALSE,,,FALSE,,,,,,,,,,,,,
0000007150,frame_7150,FALSE,,,FALSE,,,,,,,,,,,,,
0000007200,frame_7200,FALSE,,,FALSE,,,,,,,,,,,,,
0000007250,frame_7250,FALSE,,,FALSE,,,,,,,,,,,,,
0000007300,frame_7300,FALSE,,,FALSE,,,,,,,,,,,,,
0000007350,frame_7350,FALSE,,,FALSE,,,,,,,,,,,,,
0000007400,frame_7400,FALSE,,,FALSE,,,,,,,,,,,,,
0000007450,frame_7450,FALSE,,,FALSE,,,,,,,,,,,,,
0000007500,frame_7500,FALSE,,,FALSE,,,,,,,,,,,,,
0000007550,frame_7550,FALSE,,,FALSE,,,,,,,,,,,,,
0000007600,frame_7600,FALSE,,,FALSE,,,,,,,,,,,,,
0000007650,frame_7650,FALSE,,,FALSE,,,,,,,,,,,,,
0000007700,frame_7700,FALSE,,,FALSE,,,,,,,,,,,,,
0000007750,frame_7750,FALSE,,,FALSE,,,,,,,,,,,,,
0000007800,frame_7800,FALSE,,,FALSE,,,,,,,,,,,,,
0000007850,frame_7850,FALSE,,,FALSE,,,,,,,,,,,,,
0000007900,frame_7900,FALSE,,,FALSE,,,,,,,,,,,,,
0000007950,frame_7950,FALSE,,,FALSE,,,,,,,,,,,,,
0000008000,frame_8000,FALSE,,,FALSE,,,,,,,,,,,,,
0000008050,frame_8050,FALSE,,,FALSE,,,,,,,,,,,,,
0000008100,frame_8100,FALSE,,,FALSE,,,,,,,,,,,,,
0000008150,frame_8150,FALSE,,,FALSE,,,,,,,,,,,,,
0000008200,frame_8200,FALSE,,,FALSE,,,,,,,,,,,,,
0000008250,frame_8250,FALSE,,,FALSE,,,,,,,,,,,,,
0000008300,frame_8300,FALSE,,,FALSE,,,,,,,,,,,,,
0000008350,frame_8350,FALSE,,,FALSE,,,,,,,,,,,,,
0000008400,frame_8400,FALSE,,,FALSE,,,,,,,,,,,,,
0000008450,frame_8450,FALSE,,,FALSE,,,,,,,,,,,,,
0000008500,frame_8500,FALSE,,,FALSE,,,,,,,,,,,,,
0000008550,frame_8550,FALSE,,,FALSE,,,,,,,,,,,,,
0000008600,frame_8600,FALSE,,,FALSE,,,,,,,,,,,,,
0000008650,frame_8650,FALSE,,,FALSE,,,,,,,,,,,,,
0000008700,frame_8700,FALSE,,,FALSE,,,,,,,,,,,,,
0000008750,frame_8750,FALSE,,,FALSE,,,,,,,,,,,,,
0000008800,frame_8800,FALSE,,,FALSE,,,,,,,,,,,,,
0000008850,frame_8850,FALSE,,,FALSE,,,,,,,,,,,,,
0000008900,frame_8900,FALSE,,,FALSE,,,,,,,,,,,,,
0000008950,frame_8950,FALSE,,,FALSE,,,,,,,,,,,,,
0000009000,frame_9000,FALSE,,,FALSE,,,,,,,,,,,,,
0000009050,frame_9050,FALSE,,,FALSE,,,,,,,,,,,,,
0000009100,frame_9100,FALSE,,,FALSE,,,,,,,,,,,,,
0000009150,frame_9150,FALSE,,,FALSE,,,,,,,,,,,,,
0000009200,frame_9200,FALSE,,,FALSE,,,,,,,,,,,,,
0000009250,frame_9250,FALSE,,,FALSE,,,,,,,,,,,,,
0000009300,frame_9300,FALSE,,,FALSE,,,,,,,,,,,,,
0000009350,frame_9350,FALSE,,,FALSE,,,,,,,,,,,,,
0000009400,frame_9400,FALSE,,,FALSE,,,,,,,,,,,,,
0000009450,frame_9450,FALSE,,,FALSE,,,,,,,,,,,,,
0000009500,frame_9500,FALSE,,,FALSE,,,,,,,,,,,,,
0000009550,frame_9550,FALSE,,,FALSE,,,,,,,,,,,,,
0000009600,frame_9600,FALSE,,,FALSE,,,,,,,,,,,,,
0000009650,frame_9650,FALSE,,,FALSE,,,,,,,,,,,,,
0000009700,frame_9700,FALSE,,,FALSE,,,,,,,,,,,,,
0000009750,frame_9750,FALSE,,,FALSE,,,,,,,,,,,,,
0000009800,frame_9800,FALSE,,,FALSE,,,,,,,,,,,,,
0000009850,frame_9850,FALSE,,,FALSE,,,,,,,,,,,,,
0000009900,frame_9900,FALSE,,,FALSE,,,,,,,,,,,,,
0000009950,frame_9950,FALSE,,,FALSE,,,,,,,,,,,,,
0000010000,frame_10000,FALSE,,,FALSE,,,,,,,,,,,,,
0000010050,frame_10050,FALSE,,,FALSE,,,,,,,,,,,,,
0000010100,frame_10100,FALSE,,,FALSE,,,,,,,,,,,,,
0000010150,frame_10150,FALSE,,,FALSE,,,,,,,,,,,,,
0000010200,frame_10200,FALSE,,,FALSE,,,,,,,,,,,,,
0000010250,frame_10250,FALSE,,,FALSE,,,,,,,,,,,,,
0000010300,frame_10300,FALSE,,,FALSE,,,,,,,,,,,,,
0000010350,frame_10350,FALSE,,,FALSE,,,,,,,,,,,,,
0000010400,frame_10400,FALSE,,,FALSE,,,,,,,,,,,,,
0000010450,frame_10450,FALSE,,,FALSE,,,,,,,,,,,,,
0000010500,frame_10500,FALSE,,,FALSE,,,,,,,,,,,,,
0000010550,frame_10550,FALSE,,,FALSE,,,,,,,,,,,,,
0000010600,frame_10600,FALSE,,,FALSE,,,,,,,,,,,,,
0000010650,frame_10650,FALSE,,,FALSE,,,,,,,,,,,,,
0000010700,frame_10700,FALSE,,,FALSE,,,,,,,,,,,,,
0000010750,frame_10750,FALSE,,,FALSE,,,,,,,,,,,,,
0000010800,frame_10800,FALSE,,,FALSE,,,,,,,,,,,,,
0000010850,frame_10850,FALSE,,,FALSE,,,,,,,,,,,,,
0000010900,frame_10900,FALSE,,,FALSE,,,,,,,,,,,,,
0000010950,frame_10950,FALSE,,,FALSE,,,,,,,,,,,,,
0000011000,frame_11000,FALSE,,,FALSE,,,,,,,,,,,,,
0000011050,frame_11050,FALSE,,,FALSE,,,,,,,,,,,,,
0000011100,frame_11100,FALSE,,,FALSE,,,,,,,,,,,,,
0000011150,frame_11150,FALSE,,,FALSE,,,,,,,,,,,,,
0000011200,frame_11200,FALSE,,,FALSE,,,,,,,,,,,,,
0000011250,frame_11250,FALSE,,,FALSE,,,,,,,,,,,,,
0000011300,frame_11300,FALSE,,,FALSE,,,,,,,,,,,,,
0000011350,frame_11350,FALSE,,,FALSE,,,,,,,,,,,,,
0000011400,frame_11400,FALSE,,,FALSE,,,,,,,,,,,,,
0000011450,frame_11450,FALSE,,,FALSE,,,,,,,,,,,,,
0000011500,frame_11500,FALSE,,,FALSE,,,,,,,,,,,,,
0000011550,frame_11550,FALSE,,,FALSE,,,,,,,,,,,,,
0000011600,frame_11600,FALSE,,,FALSE,,,,,,,,,,,,,
0000011650,frame_11650,FALSE,,,FALSE,,,,,,,,,,,,,
0000011700,frame_11700,FALSE,,,FALSE,,,,,,,,,,,,,
0000011750,frame_11750,FALSE,,,FALSE,,,,,,,,,,,,,
0000011800,frame_11800,FALSE,,,FALSE,,,,,,,,,,,,,
0000011850,frame_11850,FALSE,,,FALSE,,,,,,,,,,,,,
0000011900,frame_11900,FALSE,,,FALSE,,,,,,,,,,,,,
0000011950,frame_11950,FALSE,,,FALSE,,,,,,,,,,,,,
0000012000,frame_12000,FALSE,,,FALSE,,,,,,,,,,,,,
0000012050,frame_12050,FALSE,,,FALSE,,,,,,,,,,,,,
0000012100,frame_12100,FALSE,,,FALSE,,,,,,,,,,,,,
0000012150,frame_12150,FALSE,,,FALSE,,,,,,,,,,,,,
0000012200,frame_12200,FALSE,,,FALSE,,,,,,,,,,,,,
0000012250,frame_12250,FALSE,,,FALSE,,,,,,,,,,,,,
0000012300,frame_12300,FALSE,,,FALSE,,,,,,,,,,,,,
0000012350,frame_12350,FALSE,,,FALSE,,,,,,,,,,,,,
0000012400,frame_12400,FALSE,,,FALSE,,,,,,,,,,,,,
0000012450,frame_12450,FALSE,,,FALSE,,,,,,,,,,,,,
0000012500,frame_12500,FALSE,,,FALSE,,,,,,,,,,,,,
0000012550,frame_12550,FALSE,,,FALSE,,,,,,,,,,,,,
0000012600,frame_12600,FALSE,,,FALSE,,,,,,,,,,,,,
0000012650,frame_12650,FALSE,,,FALSE,,,,,,,,,,,,,
0000012700,frame_12700,FALSE,,,FALSE,,,,,,,,,,,,,
0000012750,frame_12750,FALSE,,,FALSE,,,,,,,,,,,,,
0000012800,frame_12800,FALSE,,,FALSE,,,,,,,,,,,,,
0000012850,frame_12850,FALSE,,,FALSE,,,,,,,,,,,,,
0000012900,frame_12900,FALSE,,,FALSE,,,,,,,,,,,,,
0000012950,frame_12950,FALSE,,,FALSE,,,,,,,,,,,,,
0000013000,frame_13000,FALSE,,,FALSE,,,,,,,,,,,,,
0000013050,frame_13050,FALSE,,,FALSE,,,,,,,,,,,,,
0000013100,frame_13100,FALSE,,,FALSE,,,,,,,,,,,,,
0000013150,frame_13150,FALSE,,,FALSE,,,,,,,,,,,,,
0000013200,frame_13200,FALSE,,,FALSE,,,,,,,,,,,,,
0000013250,frame_13250,FALSE,,,FALSE,,,,,,,,,,,,,
0000013300,frame_13300,FALSE,,,FALSE,,,,,,,,,,,,,
0000013350,frame_13350,FALSE,,,FALSE,,,,,,,,,,,,,
0000013400,frame_13400,FALSE,,,FALSE,,,,,,,,,,,,,
0000013450,frame_13450,FALSE,,,FALSE,,,,,,,,,,,,,
0000013500,frame_13500,FALSE,,,FALSE,,,,,,,,,,,,,
0000013550,frame_13550,FALSE,,,FALSE,,,,,,,,,,,,,
0000013600,frame_13600,FALSE,,,FALSE,,,,,,,,,,,,,
0000013650,frame_13650,FALSE,,,FALSE,,,,,,,,,,,,,
0000013700,frame_13700,FALSE,,,FALSE,,,,,,,,,,,,,
0000013750,frame_13750,FALSE,,,FALSE,,,,,,,,,,,,,
0000013800,frame_13800,FALSE,,,FALSE,,,,,,,,,,,,,
0000013850,frame_13850,FALSE,,,FALSE,,,,,,,,,,,,,
0000013900,frame_13900,FALSE,,,FALSE,,,,,,,,,,,,,
0000013950,frame_13950,FALSE,,,FALSE,,,,,,,,,,,,,
0000014000,frame_14000,FALSE,,,FALSE,,,,,,,,,,,,,
0000014050,frame_14050,FALSE,,,FALSE,,,,,,,,,,,,,
0000014100,frame_14100,FALSE,,,FALSE,,,,,,,,,,,,,
0000014150,frame_14150,FALSE,,,FALSE,,,,,,,,,,,,,
0000014200,frame_14200,FALSE,,,FALSE,,,,,,,,,,,,,
0000014250,frame_14250,FALSE,,,FALSE,,,,,,,,,,,,,
0000014300,frame_14300,FALSE,,,FALSE,,,,,,,,,,,,,
0000014350,frame_14350,FALSE,,,FALSE,,,,,,,,,,,,,
0000014400,frame_14400,FALSE,,,FALSE,,,,,,,,,,,,,
0000014450,frame_14450,FALSE,,,FALSE,,,,,,,,,,,,,
0000014500,frame_14500,FALSE,,,FALSE,,,,,,,,,,,,,
0000014550,frame_14550,FALSE,,,FALSE,,,,,,,,,,,,,
0000014600,frame_14600,FALSE,,,FALSE,,,,,,,,,,,,,
0000014650,frame_14650,FALSE,,,FALSE,,,,,,,,,,,,,
0000014700,frame_14700,FALSE,,,FALSE,,,,,,,,,,,,,
0000014750,frame_14750,FALSE,,,FALSE,,,,,,,,,,,,,
0000014800,frame_14800,FALSE,,,FALSE,,,,,,,,,,,,,
0000014850,frame_14850,FALSE,,,FALSE,,,,,,,,,,,,,
0000014900,frame_14900,FALSE,,,FALSE,,,,,,,,,,,,,
0000014950,frame_14950,FALSE,,,FALSE,,,,,,,,,,,,,
0000015000,frame_15000,FALSE,,,FALSE,,,,,,,,,,,,,
0000015050,frame_15050,FALSE,,,FALSE,,,,,,,,,,,,,
0000015100,frame_15100,FALSE,,,FALSE,,,,,,,,,,,,,
0000015150,frame_15150,FALSE,,,FALSE,,,,,,,,,,,,,
0000015200,frame_15200,FALSE,,,FALSE,,,,,,,,,,,,,
0000015250,frame_15250,FALSE,,,FALSE,,,,,,,,,,,,,
0000015300,frame_15300,FALSE,,,FALSE,,,,,,,,,,,,,
0000015350,frame_15350,FALSE,,,FALSE,,,,,,,,,,,,,
0000015400,frame_15400,FALSE,,,FALSE,,,,,,,,,,,,,
0000015450,frame_15450,FALSE,,,FALSE,,,,,,,,,,,,,
0000015500,frame_15500,FALSE,,,FALSE,,,,,,,,,,,,,
0000015550,frame_15550,FALSE,,,FALSE,,,,,,,,,,,,,
0000015600,frame_15600,FALSE,,,FALSE,,,,,,,,,,,,,
0000015650,frame_15650,FALSE,,,FALSE,,,,,,,,,,,,,
0000015700,frame_15700,FALSE,,,FALSE,,,,,,,,,,,,,
0000015750,frame_15750,FALSE,,,FALSE,,,,,,,,,,,,,
0000015800,frame_15800,FALSE,,,FALSE,,,,,,,,,,,,,
0000015850,frame_15850,FALSE,,,FALSE,,,,,,,,,,,,,
0000015900,frame_15900,FALSE,,,FALSE,,,,,,,,,,,,,
0000015950,frame_15950,FALSE,,,FALSE,,,,,,,,,,,,,
0000016000,frame_16000,FALSE,,,FALSE,,,,,,,,,,,,,
0000016050,frame_16050,FALSE,,,FALSE,,,,,,,,,,,,,
0000016100,frame_16100,FALSE,,,FALSE,,,,,,,,,,,,,
0000016150,frame_16150,FALSE,,,FALSE,,,,,,,,,,,,,
0000016200,frame_16200,FALSE,,,FALSE,,,,,,,,,,,,,
0000016250,frame_16250,FALSE,,,FALSE,,,,,,,,,,,,,
0000016300,frame_16300,FALSE,,,FALSE,,,,,,,,,,,,,
0000016350,frame_16350,FALSE,,,FALSE,,,,,,,,,,,,,
0000016400,frame_16400,FALSE,,,FALSE,,,,,,,,,,,,,
0000016450,frame_16450,FALSE,,,FALSE,,,,,,,,,,,,,
0000016500,frame_16500,FALSE,,,FALSE,,,,,,,,,,,,,
0000016550,frame_16550,FALSE,,,FALSE,,,,,,,,,,,,,
0000016600,frame_16600,FALSE,,,FALSE,,,,,,,,,,,,,
0000016650,frame_16650,FALSE,,,FALSE,,,,,,,,,,,,,
0000016700,frame_16700,FALSE,,,FALSE,,,,,,,,,,,,,
0000016750,frame_16750,FALSE,,,FALSE,,,,,,,,,,,,,
0000016800,frame_16800,FALSE,,,FALSE,,,,,,,,,,,,,
0000016850,frame_16850,FALSE,,,FALSE,,,,,,,,,,,,,
0000016900,frame_16900,FALSE,,,FALSE,,,,,,,,,,,,,
0000016950,frame_16950,FALSE,,,FALSE,,,,,,,,,,,,,
0000017000,frame_17000,FALSE,,,FALSE,,,,,,,,,,,,,
0000017050,frame_17050,FALSE,,,FALSE,,,,,,,,,,,,,
0000017100,frame_17100,FALSE,,,FALSE,,,,,,,,,,,,,
0000017150,frame_17150,FALSE,,,FALSE,,,,,,,,,,,,,
0000017200,frame_17200,FALSE,,,FALSE,,,,,,,,,,,,,
0000017250,frame_17250,FALSE,,,FALSE,,,,,,,,,,,,,
0000017300,frame_17300,FALSE,,,FALSE,,,,,,,,,,,,,
0000017350,frame_17350,FALSE,,,FALSE,,,,,,,,,,,,,
0000017400,frame_17400,FALSE,,,FALSE,,,,,,,,,,,,,
0000017450,frame_17450,FALSE,,,FALSE,,,,,,,,,,,,,
0000017500,frame_17500,FALSE,,,FALSE,,,,,,,,,,,,,
0000017550,frame_17550,FALSE,,,FALSE,,,,,,,,,,,,,
0000017600,frame_17600,FALSE,,,FALSE,,,,,,,,,,,,,
0000017650,frame_17650,FALSE,,,FALSE,,,,,,,,,,,,,
0000017700,frame_17700,FALSE,,,FALSE,,,,,,,,,,,,,
0000017750,frame_17750,FALSE,,,FALSE,,,,,,,,,,,,,
0000017800,frame_17800,FALSE,,,FALSE,,,,,,,,,,,,,
0000017850,frame_17850,FALSE,,,FALSE,,,,,,,,,,,,,
0000017900,frame_17900,FALSE,,,FALSE,,,,,,,,,,,,,
0000017950,frame_17950,FALSE,,,FALSE,,,,,,,,,,,,,
0000018000,frame_18000,FALSE,,,FALSE,,,,,,,,,,,,,
0000018050,frame_18050,FALSE,,,FALSE,,,,,,,,,,,,,
0000018100,frame_18100,FALSE,,,FALSE,,,,,,,,,,,,,
0000018150,frame_18150,FALSE,,,FALSE,,,,,,,,,,,,,
0000018200,frame_18200,FALSE,,,FALSE,,,,,,,,,,,,,
0000018250,frame_18250,FALSE,,,FALSE,,,,,,,,,,,,,
0000018300,frame_18300,FALSE,,,FALSE,,,,,,,,,,,,,
0000018350,frame_18350,FALSE,,,FALSE,,,,,,,,,,,,,
0000018400,frame_18400,FALSE,,,FALSE,,,,,,,,,,,,,
0000018450,frame_18450,FALSE,,,FALSE,,,,,,,,,,,,,
0000018500,frame_18500,FALSE,,,FALSE,,,,,,,,,,,,,
0000018550,frame_18550,FALSE,,,FALSE,,,,,,,,,,,,,
0000018600,frame_18600,FALSE,,,FALSE,,,,,,,,,,,,,
0000018650,frame_18650,FALSE,,,FALSE,,,,,,,,,,,,,
0000018700,frame_18700,FALSE,,,FALSE,,,,,,,,,,,,,
